Category,Sub-Category,Status,"Asset Name","Last Quarter","Last Quarter Revenue (millions)","Nanalyze Valuation Ratio",ETF,SPAC,"Primary Ticker","Secondary Ticker","Refinitiv Lookup","Price as of 7/16/2021","Market Cap
(millions)",Currency,"Avg. Purchase Price","Gain Loss","Nanalyze Notes","Latest Article Date","Latest Article"
Nanotechnology,Proteomics,Avoiding,Olink,,,,,,OLK,,#VALUE!,30.12,3584.493,USD,,,"we find Olink to be attractive as it could be flying under the radar of proteomics investors. We have another piece teed up for our research team to deep-dive Olink.",2021/04/08,https://www.nanalyze.com/2021/04/proteomics-stocks-investing-proteins/
Nanotechnology,Proteomics,Avoiding,"Nautilus Biotechnology",,,,,Y,NAUT,,#VALUE!,9.4,1166.025,USD,,,"We're not paying any premiums for SPACs anymore. Nautilus is also pre-revenue, so we're on the sidelines with this proteomics stock. Revenues start in 2022 when $4 million is expected.",2021/04/08,https://www.nanalyze.com/2021/04/proteomics-stocks-investing-proteins/
Nanotechnology,Proteomics,Avoiding,Quantum-Si,,,,,Y,QSI,,#VALUE!,9.22,136.2716,USD,,,"The first semiconductor chip for single-molecule proteomics and protein sequencing. Like founder's track record. First revenues expected in 2022 ($17 million from 534 instruments installed).",2021/04/08,https://www.nanalyze.com/2021/04/proteomics-stocks-investing-proteins/
Nanotechnology,"Synthetic Biology",Loving,"Berkeley Lights",1Q2021,18.63,43.53380300590446,,,BLI,,#VALUE!,48.62,3244.139,USD,58.9,-0.17453310696095078,"We were interested in going long but were waiting for the IPO dust to settle. Now that it's settled, we opened a small position and are adding to it as the price continues to fall.",2020/06/29,https://www.nanalyze.com/2020/06/berkeley-lights-stock-ipo/
Nanotechnology,"Synthetic Biology",Loving,"Twist Bioscience",1Q2021,31.2,43.5854326923077,,,TWST,,#VALUE!,111.25,5439.462,USD,71.45,0.5570328901329601,"We love the company because it provides its product cheaper than anyone else and at scale. Looking to add below our avg. purchase price.",2018/10/04,https://www.nanalyze.com/2018/10/twist-bioscience-stock-ipo/
Nanotechnology,"Synthetic Biology",Liking,"Ginkgo Bioworks",,,,,Y,SRNG,,#VALUE!,9.9,2134.688,USD,9.87,0.0030395136778116655,"Extremely risky stock because the incredibly high valuation needs you to believe that future royalty streams are inevitable. Founding team heavy on academics. Opened very small position at 9.80-ish.",2021/05/11,https://www.nanalyze.com/2021/05/ginkgo-bioworks-stock-risky/
Nanotechnology,"Synthetic Biology",Liking,"Codex DNA",,,,,,DNAY,,#VALUE!,18.5,434.926,USD,,,"It's early days for Codex DNA. They’ve yet to breach the $10 million yearly revenue mark. Wait for the IPO dust to settle. Will check back in a year to see what progress they’re making.",2021/06/02,https://www.nanalyze.com/2021/06/codex-dna-stock-desktop-dna-factory/
Nanotechnology,"Synthetic Biology",Avoiding,Amyris,,,," ",,AMRS," ",#VALUE!,15.83,4678.636,USD," "," ","Excessive customer concentration risk, breaching of debt covenants, selling FMCG products, issuing shares, and burning through massive amounts of cash, Amyris is one we're avoiding.",2021/07/27,https://www.nanalyze.com/2021/06/amyris-stock-ingredients-synbio/
Nanotechnology,"Synthetic Biology",Avoiding,Evolva,,,," ",,ELVAF," ",#VALUE!,0.1802,167.0235,CHF," "," ","It's been six years since we wrote about this firm and they still seem to be kicking. It may be worth another look but appears to be illiquid. Low priority to-do for our research team.",2015/05/15,https://www.nanalyze.com/2015/05/evolva-a-little-known-synthetic-biology-stock/
Nanotechnology,"Synthetic Biology",Avoiding,Gevo,,,," ",,GEVO," ",#VALUE!,7.76,1537.647,USD," "," ","Stock spiked in 2021 while revenues have been cratering. We need an update on what this $1.4 billion company is doing to attract so much investor attention - also called hype.",2017/11/21,https://www.nanalyze.com/2017/11/wtf-happened-synthetic-biology-stocks/
Nanotechnology,"Synthetic Biology",Avoiding,Zymergen,,,," ",,ZY," ",#VALUE!,44.43,4457.429,USD," "," ","Presently going through an IPO. First bio-manufactured product is available but microbes aren’t even producing it yet. Their ""build it and they will come"" business model is too risky for us.",2021/03/24,https://www.nanalyze.com/2021/03/zymergen-stock-manufacturing-nature/
Robotics,"Autonomous Vehicles",Liking,"Velodyne Lidar",1Q2021,17.73,30.1779328821207,,Y,VLDR,,#VALUE!,10.79,2140.219,USD,,,"This is the only LiDAR stock with meaningful revenues but they went the SPAC route (rolls eyes) so we're waiting for them to drift back down around the $10-12 a share range (what institutions paid).",2020/07/08,https://www.nanalyze.com/2020/07/velodyne-lidar-stock/
Robotics,"Autonomous Vehicles",Avoiding,Aeva,,,,,Y,IPV,,#VALUE!,11.51,2433.326,USD,,,"In the case of Aeva (and Innoviz), don’t even bother looking at these investment vehicles until the tickers have changed, signifying that the deals are done and dusted.",2020/12/16,https://www.nanalyze.com/2020/12/four-lidar-stocks/
Robotics,"Autonomous Vehicles",Avoiding,"Global X Autonomous & Electric Vehicles",,,,Y,,DRIV,,#VALUE!,27.23,900.4293443500001,USD,,,"Uses natural language processing algorithms that screen publicly available information. Given the large number of companies, doesn't seem like a good way to invest in vehicle electrification or autonomy. ",2020/12/19,https://www.nanalyze.com/2020/12/two-autonomous-electric-vehicle-etfs/
Robotics,"Autonomous Vehicles",Avoiding,Innoviz,,,,,Y,CGRO,,#VALUE!,10.65,1422.531,USD,,,"A SPAC that pivoted from cannabis into tech. Estimates $5 million in revenues for 2021, then a CAGR of +155% over the next 5 years. Like all SPACs, revenue estimates seem way too optimistic. ",2020/12/16,https://www.nanalyze.com/2020/12/four-lidar-stocks/
Robotics,"Autonomous Vehicles",Avoiding,"iShares Self-Driving EV & Tech",,,,Y,,IDRV,,#VALUE!,47.84,388.24604188,USD,,,"Uses rules-based process for constituent selection. Given the large number of companies in various industries, it doesn't seem like a good way to invest in vehicle electrification or autonomy. ",2020/12/19,https://www.nanalyze.com/2020/12/two-autonomous-electric-vehicle-etfs/
Robotics,"Autonomous Vehicles",Avoiding,"Luminar Technologies",,,,,Y,LAZR,,#VALUE!,23.41,7955.475,USD,,,"The company has no revenues yet. We're not keen on that in any scenario. If we want to invest in LiDAR, we'll take a look at Velodyne when it's at a reasonable price.",2020/08/26,https://www.nanalyze.com/2020/08/luminar-stock-lidar/
Robotics,"Autonomous Vehicles",Avoiding,TuSimple,,,,,,TSP,,#VALUE!,53.19,11118.86,USD,,,"Given the hype around vehicle autonomy, we’ll let the dust settle following their IPO and take another look when quarterly revenues show a growth rate that's consistent with their biz model.",2021/04/01,https://www.nanalyze.com/2021/04/self-driving-truck-stock-tusimple/
Robotics,"Autonomous Vehicles",Avoiding,"Arbe Robotics",,,,,Y,ITAC,,#VALUE!,10.08,97.58182,USD,,,"We don't invest in pre-revenue companies, nor do we invest in companies that aren’t expecting meaningful revenues this year or the next. 2022 = $13 million then 2023 = $76 million? Alrighty then.",2021/05/14,https://www.nanalyze.com/2021/05/disruptive-technology-spacs/
Robotics,"Computer Vision",Liking,Cognex,2Q2021,239.03,14.346661506923816,,,CGNX,,#VALUE!,77.67,13717.13,USD,,,"Cognex’s exposure to automotive and consumer electronics (30% and 25% of revenues, respectively) keeps current performance in check. Can company reverse negative revenue growth?",2016/02/19,https://www.nanalyze.com/2016/02/cognex-machine-vision-bionic-eyes-for-robots-2/
Robotics,"Computer Vision",Avoiding,Basler,,,,,,BSL.DE,,#VALUE!,101.8,1077.3,EUR,,,"Revenues have been stagnating since 2017. Falls beneath our market cap cutoff of $1 billion but we'll take another look if it peaks its head over $1 billion market cap.",2018/01/01,https://www.nanalyze.com/2018/01/investing-industrial-cameras-basler/
Robotics,"Consumer Robots",Liking,iRobot,2Q2021,303.26,2.2002769900415484,,,IRBT,,#VALUE!,95,2669.024,USD,,,"Is iRobot stock an investment in consumer robotics or vacuums? You could argue it either way, but we like the fair valuation, which could also mean not much growth ahead, at least in vacuums.",2021/04/21,https://www.nanalyze.com/2021/04/irobot-stock-smart-home-robotics/
Robotics,Drones,Avoiding,AgEagle,,,,,,UAVS,,#VALUE!,4.81,434.2376,USD,,,"Five years after writing our piece and the company finally cleared just over a million in revenues in 2020. If you can't show meaningful revenue growth, we're not interested in what you're selling.",2016/06/19,https://www.nanalyze.com/2016/06/agricultural-drone-ipo-ageagle-aerial-systems/
Robotics,Drones,Avoiding,"Drone Delivery Canada Corp",,,,,,FLT.V,,#VALUE!,1.21,270.4459,CAD,,,"Appears to have lots of stock promotion surrounding it. Hockey stick revenue growth is always right around the corner with stocks like this. Avoiding.",2016/07/04,https://www.nanalyze.com/2016/07/drone-delivery-company-flt-raises-flags/
Robotics,Drones,Avoiding,"DroneShield Limited",,,,,,DRO.AX,,#VALUE!,0.165,65.08372,AUD,,,"This tiny company with an easy to understand idea can attract attention from investors and customers, with revenues starting to come in. Way too small to be on our radar.",2016/06/24,https://www.nanalyze.com/2016/06/2-anti-drone-technology-stocks/
Robotics,Drones,Avoiding,"Oceaneering International",,,,,,OII,,#VALUE!,15.8,1576.09,USD,,,"Oceaneering offers exposure to the underwater robotics market, but also the oil industry, and all of the volatility that accompanies it. Revenues have flatlined and we're looking for more growth.",2018/12/13,https://www.nanalyze.com/2018/12/stock-underwater-robots/
Robotics,Exoskeletons,Avoiding,Cyberdyne,,,,,,7779.T,8C4.MU,#VALUE!,3.88,71196.93,EUR,,,"Revenues are slowly climbing and losses are being reigned in. Like most publicly traded Japanese companies, the investor relations collateral makes it too difficult for foreign investors to follow.",2017/02/15,https://www.nanalyze.com/2017/02/9-robotic-exoskeleton-stocks/
Robotics,Exoskeletons,Avoiding,"Ekso Bionics",,,,,,EKSO,,#VALUE!,5.41,68.46352,USD,,,"They started to see some revenue growth since our article, but the Rona threw a wrench in that. Too small a company to be on our radar at the moment.",2017/02/15,https://www.nanalyze.com/2017/02/9-robotic-exoskeleton-stocks/
Robotics,Exoskeletons,Avoiding,"ReWalk Robotics",,,,,,RWLK,,#VALUE!,1.76,81.16803,USD,,,"Shrinking revenues bad, shrinking losses good. We look for strong revenue growth above all else so passing on this grass.",2017/02/15,https://www.nanalyze.com/2017/02/9-robotic-exoskeleton-stocks/
Robotics,Exoskeletons,Avoiding,"Sarcos Robotics",,,,,Y,STRC,,#VALUE!,9.92,342.758,USD,,,"We’ll check in next year to see how they’re coming along with that 2022 revenue target of $22 million which should start trickling in Q2-2021.",2021/04/07,https://www.nanalyze.com/2021/04/sarcos-robotics-stock-robots-exoskeletons/
Robotics,"Healthcare Robots",Liking,"Intuitive Surgical",1Q2021,1290,20.16829457364341,,,ISRG,,#VALUE!,878.86,104068.4,USD,,,"As part of our DGI strategy we’re holding two pure-play medical device companies - Stryker and Medtronic - and JNJ, all of which dabble in surgical robotics. Watching from sidelines.",2020/07/20,https://www.nanalyze.com/2020/07/robotic-surgery-stocks/
Robotics,"Healthcare Robots",Avoiding,Accuray,,,,,,ARAY,,#VALUE!,4.29,400.0882,USD,,,"Under our market cap cutoff but we also thought it was worth doing a follow-up article on. We'll revisit if there are any premium subscribers interested - just drop us a note.",2020/07/20,https://www.nanalyze.com/2020/07/robotic-surgery-stocks/
Robotics,"Healthcare Robots",Avoiding,"Globus Medical",,,,,,GMED,,#VALUE!,71.85,7210.914,USD,,,"Was supposed to be getting into medical robots but we're not sure how that's affecting revenues today. Need an update here because they're also dabbling in 3D printing.",2016/09/07,https://www.nanalyze.com/2016/09/globus-medical-robot-stock/
Robotics,"Healthcare Robots",Avoiding,"Microbot Medical",,,,,,MBOT,,#VALUE!,7.76,55.15911,USD,,,"We try not to even cover companies under $100 million market cap anymore because there's just too much risk involved when publicly traded companies get that small. ",2020/07/20,https://www.nanalyze.com/2020/07/robotic-surgery-stocks/
Robotics,"Healthcare Robots",Avoiding,Stereotaxis,,,,,,STXS,,#VALUE!,9.73,721.1289,USD,,,"The company blamed most of their reduced revenue on COVID-19 impacts, but slowing growth has been around much longer than that. Where's the double-digit revenue growth?",2020/07/20,https://www.nanalyze.com/2020/07/robotic-surgery-stocks/
Robotics,"Healthcare Robots",Avoiding,"Titan Medical",,,,,,TMDI,,#VALUE!,1.64,227.4706,USD,,,"Pre-revenue company that seems to be doing things with Medtronic but getting nowhere fast. It's well under our $1 billion market cap so ignoring until that changes.",2020/07/20,https://www.nanalyze.com/2020/07/robotic-surgery-stocks/
Robotics,"Healthcare Robots",Avoiding,Transenterix,,,,,,TRXC,,#VALUE!,3.2,746.1973,USD,,,"We try not to even cover companies under $100 million market cap anymore because there's just too much risk involved when publicly traded companies get that small. ",2020/07/20,https://www.nanalyze.com/2020/07/robotic-surgery-stocks/
Robotics,"Healthcare Robots",Avoiding,"Vicarious Surgical",,,,,Y,RBOT,,#VALUE!,9.9,426.9375,USD,,,"Vicarious forecasts their first orders to be sometime in 2023. Since we don’t invest in pre-revenue companies, that’s when we’ll take another look – the end of 2023.",2021/05/06,https://www.nanalyze.com/2021/05/vicarious-surgical-stock-robots-vr/
Robotics,"Industrial Robots",Loving,Teradyne,2Q2021,781.61,6.640143421911183,,,TER,,#VALUE!,124.86,20760.01,USD,32.66,2.823025107164728,"Came for the industrial robotics exposure, stayed for the 260% gain, trimming because industrial robotics isn't seeing traction. Bringing position to average weighting (1 / n) then holding. ",2020/12/30,https://www.nanalyze.com/2020/12/trimming-gains-teradyne-stock/
Robotics,"Industrial Robots",Liking,"Berkshire Grey",,,,,Y,RAAC,,#VALUE!,9.96,381.799966,USD,,,"We've opted to pass on Berkshire Grey, investing instead in UK firm Ocado Group. We try to avoid SPACs when we can and don't like paying premiums. We'll take another look later.",2021/03/08,https://www.nanalyze.com/2021/03/berkshire-grey-stock-warehouse-robotics/
Robotics,"Industrial Robots",Loving,"Ocado Group",4Q2020,622.5,5.669329317269076,,,OCDO.L,OCDGF,#VALUE!,1881,14116.63,GBp,2060,-0.08689320388349514,"""We’re liking the stock, but not at today’s prices. We may look to open a position on a meaningful dip."" That's what we said at 2,600, so we started a small position at 2,060.",2020/11/05,https://www.nanalyze.com/2020/11/ocado-group-technology-stock/
Robotics,"Industrial Robots",Avoiding,ABB,,,,,,ABB,,#VALUE!,32.81,71594.04,USD,,,"From painting to welding, ABB offers an industrial robot to fit everyone’s needs. But the do a lot more than just sell robots. We're looking for  pure-play stocks.",2017/01/22,https://www.nanalyze.com/2017/01/investing-industrial-robotics-stocks/
Robotics,"Industrial Robots",Avoiding,"Fastbrick Robotics",,,,,,FBR.AX,FBRKF,#VALUE!,0.0289,89.34597,USD,,,"The idea sounds good on paper but this company is just too far away from our $1 billion market cap cutoff and also trading as an illiquid ADR.",2017/11/11,https://www.nanalyze.com/2017/11/robot-brickmasons-robotic-bricklaying/
Robotics,"Industrial Robots",Avoiding,"Lincoln Electric",,,,,,LECO,,#VALUE!,123.64,7361.239,USD,,,"There is no breakdown given of how automation solutions affect total revneues, but we're fairly certain the company as a whole is far from being a pure play on industrial robotics.",2017/01/22,https://www.nanalyze.com/2017/01/investing-industrial-robotics-stocks/
Robotics,"Industrial Robots",Avoiding,"Midea Group",,,,,,000333.SZ,,#VALUE!,73.8,519932.8,CNY,,,"Leading consumer appliances and air conditioning systems manufacturer that aquired a German industrial robotics firm. Not pure-play so we're avoiding.",2018/02/18,https://www.nanalyze.com/2018/02/4-chinese-industrial-robot-stocks/
Robotics,"Industrial Robots",Avoiding,"Rockwell Automation",,,,,,ROK,,#VALUE!,271.71,31539.2,USD,,,"Can this 117-year-old company innovate its way to higher levels of growth? We think they may be too big and diversified to realize the sort of double-digit revenue growth we're looking for.",2020/07/13,https://www.nanalyze.com/2020/07/leading-industrial-automation-stock/
Robotics,"Industrial Robots",Avoiding,"Scott Technology",,,,,,SCT.NZ,,#VALUE!,2.58,202.9579,NZD,,,"We liked this niche pure-play robotics stock, but it's likely too small for us. Doesn't matter anyway, because we can't figure out a way to trade it as U.S. investors.",2017/04/12,https://www.nanalyze.com/2017/04/robot-butchers/
Robotics,"Industrial Robots",Avoiding,"Shanghai STEP Electric Corp.",,,,,,002527.SZ,,#VALUE!,7.1,4404.888,CNY,,,"At the moment we're largely avoiding Chinese tech stocks across the board for a number of reasons, the main ones being VIE structures, the information gap, and geopolitical uncertainties.",2018/02/18,https://www.nanalyze.com/2018/02/4-chinese-industrial-robot-stocks/
Robotics,"Industrial Robots",Avoiding,"SIASUN Robot & Automation Co. Ltd",,,,,,300024.SZ,,#VALUE!,10.65,16616.55,CNY,,,"At the moment we're largely avoiding Chinese tech stocks across the board for a number of reasons, the main ones being VIE structures, the information gap, and geopolitical uncertainties.",2018/02/18,https://www.nanalyze.com/2018/02/4-chinese-industrial-robot-stocks/
Robotics,"Industrial Robots",Avoiding,"Zhejiang Wanfeng Technology Development Co., Ltd.",,,,,,002085.SZ,,#VALUE!,5.65,12355.87,CNY,,,"Offers a very specific industrial robot solution which is used for die-casting materials which do not contain iron. Too niche for our liking.",2018/02/18,https://www.nanalyze.com/2018/02/4-chinese-industrial-robot-stocks/
Robotics,"Industrial Robots",Avoiding,"Bright Machines",,,,,Y,SCVX,,#VALUE!,9.9,284.625,USD,,,"Like most SPACs, there's just no enough information to make an informed investment decision. We like the story but are avoiding the company until some proper financials get filed.",2021/05/22,https://www.nanalyze.com/2021/05/bright-machines-stock/
Robotics,"Robotics - General",Loving,"Global X Robotics and AI",,,,Y,,BOTZ,,#VALUE!,34.4,2536.591,USD,26.98,0.27501853224610817,"More concentrated, it includes more exposure to leading Japanese industrial robotics firms, and it has a lower expense ratio than the other serious contender, ROBO.",2020/08/24,https://www.nanalyze.com/2020/08/which-robotics-etf-best/
Robotics,"Robotics - General",Avoiding,"Direxion Robotics AI and Automation ",,,,Y,,UBOT,,#VALUE!,42.86,47.189367270000005,USD,,,"Any ETF with AUM under $100 million isn't seeing the sort of traction they need to pay the bills. Sure, that's an arbitrary number, but also consider how much AUM is in the competition. See?",2020/08/24,https://www.nanalyze.com/2020/08/which-robotics-etf-best/
Robotics,"Robotics - General",Avoiding,"First Trust Nasdaq AI and Robotics",,,,Y,,ROBT,,#VALUE!,53.37,235.69104282,USD,,,"AUM pales in comparison to BOTZ and ROBO and we're following the money and sticking with BOTZ for the reasons we've provided. ",2020/08/24,https://www.nanalyze.com/2020/08/which-robotics-etf-best/
Robotics,"Robotics - General",Avoiding,"iShares Robotics and AI",,,,Y,,IRBO,,#VALUE!,43.345,410.85824814,USD,,,"iShares brand is solid but the AUM pales in comparison to the two largest ETFs - ROBO and BOTZ. We ended up going with BOTZ.",2018/09/17,https://www.nanalyze.com/2018/09/ishares-robotics-ai-vs-robo-global/
Robotics,"Robotics - General",Avoiding,"ROBO Global Robotics & Automation Index",,,,Y,,ROBO,,#VALUE!,63.02,1806.5024,USD,,,"ROBO has high fees, low exposure to Japan (industrial robotics leader), and too many constituents - it's actually too diversified where we're lookin for  more concentrated exposure.",2020/08/24,https://www.nanalyze.com/2020/08/which-robotics-etf-best/
Space,"Geospatial Intelligence",Liking,"Spire Global",,,,,Y,NSH,84XA.F,#VALUE!,8.2,286.0625,EUR,10.24,-0.19921875000000008,"Like their historial revenue growth and their software-as-a-service business model. When shares traded at a 6% premium ($10.60), we opened a position. We're on hold until there are proper filings.",2021/03/04,https://www.nanalyze.com/2021/03/spire-global-stock-nanosatellite/
Space,"Geospatial Intelligence",Avoiding,"BlackSky Holdings",,,,,Y,SFTW,,#VALUE!,9.97,394.1266,USD,,,"Seems like BlackSky is really getting into bed with the U.S. government. They seem less compelling that Spire Global, then again, we don't have enough info to tell because they used a SPAC.",2021/03/15,https://www.nanalyze.com/2021/03/investing-geospatial-intelligence-stocks/
Space,"Geospatial Intelligence",Avoiding,"Maxar Technologies",,,,,,MAXR,,#VALUE!,38.89,2815.273,USD,,,"The GeoComm segment represents operational risk, the $3.144 billion in debt represents credit risk, the heavy reliance on government contracts represents political risk, and the list of risks goes on. ",2019/10/07,https://www.nanalyze.com/2019/10/maxar-technologies-newspace-stock/
Space,Rockets,Avoiding,"Astra Space",,,,,Y,HOL,,#VALUE!,11.58,434.25,USD,,,"Astra Space is pre-revenue and too much can go wrong with their master plan to build a better rocket that’s cheaper to fly than anyone else's, especially considering SpaceX probably disagrees.",2021/02/09,https://www.nanalyze.com/2021/02/astra-space-stock/
Space,Rockets,Avoiding,"Rocket Lab",,,,,Y,VACQ,,#VALUE!,10.4,416,USD,,,"This Kiwi company has done a lot in a short period of time, but we need more information than just what's in their SPAC deck before we can make a decision here.",2021/03/02,https://www.nanalyze.com/2021/03/rocket-lab-stock-rockets/
Space,Satellites,Avoiding,"Eutelsat Communications",,,,,,ETL.PA,,#VALUE!,10.025,2311.214,EUR,,,"Unpredictable business model characterized by high capital costs, primarily incurred every 10 to 15 years, in connection with designing, building and launching satellite constellations.",2021/01/15,https://www.nanalyze.com/2021/01/5-satellite-operator-stocks/
Space,Satellites,Avoiding,"GomSpace Group",,,,,,GOMX.ST,,#VALUE!,16.44,859.3978,SEK,,,"Too small a company to be on our radar right now, but that's changing as they're now showing us a growing stream of revenues. Will check back in if this growth continues.",2018/01/07,https://www.nanalyze.com/2018/01/10-satellite-stocks-newspace-portfolio/
Space,Satellites,Avoiding,Intelsat,,,,,,IJSA.F,,#VALUE!,0.4819,71.09226,EUR,,,"We were very concerned about their levels of debt and they've since went into bancruptcy which didn't come as much of a surprise.",2020/03/24,https://www.nanalyze.com/2020/03/intelsat-newspace-stock/
Space,Satellites,Avoiding,"Iridium Communications",,,,,,IRDM,,#VALUE!,39.33,5249.723,USD,,,"Shooting expensive equipment into space on the back of rockets that sometimes blow up, then avoiding space junk, is full of risk – operational, regulatory, and Rumsfeld’s unknown unknowns.",2021/01/15,https://www.nanalyze.com/2021/01/5-satellite-operator-stocks/
Space,Satellites,Avoiding,"Loral Space & Communications",,,,,,LORL,,#VALUE!,36.25,776.7316,USD,,,"One of the world’s largest providers of satellite services with just 15 satellites. We find these capital intensive business models with uncertain cash flows to0 volatile for our liking.",2018/01/07,https://www.nanalyze.com/2018/01/10-satellite-stocks-newspace-portfolio/
Space,Satellites,Avoiding,OHB,,,,,,OHB.DE,,#VALUE!,35.85,627.978,EUR,,,"Having a single customer account for a majority of your revenues is a big red flag for us, not to mention we can't easily see where revenues are coming from.",2021/01/15,https://www.nanalyze.com/2021/01/5-satellite-operator-stocks/
Space,Satellites,Avoiding,Orbcomm,,,,,,ORBC,,#VALUE!,11.23,893.2687,USD,,,"Looks like Orbcomm will be aquired by a private equity firm so we won't have any visibility into what they're doing soon, nor will we be able to invest in the company.",2018/03/23,https://www.nanalyze.com/2018/03/investing-iiot-newspace-orbcomm-stock/
Space,Satellites,Avoiding,SES,,,,,,SESG.PA,,#VALUE!,39.2,82.32,PLN,,,"Revenues are declining slowly over time. Again, we’re faced with a business model that has a lot of uncertainty around it.",2021/01/15,https://www.nanalyze.com/2021/01/5-satellite-operator-stocks/
Space,Satellites,Avoiding,Viasat,,,,,,VSAT,,#VALUE!,46.88,3400.192,USD,,,"Good news is  double-digit revenue growth – a compound annual growth rate (CAGR) of 13% over the past ten years. Bad news is about half of today’s revenues come from government contracts.",2021/01/15,https://www.nanalyze.com/2021/01/5-satellite-operator-stocks/
Space,Satellites,Avoiding,"AST SpaceMobile",,,,,Y,ASTS,,#VALUE!,12.76,2316.319,USD,,,"We’re not sufficiently convinced a piece of software that tricks cell phones, or any other piece of software, can turn any cellular device into a satellite phone.",2021/06/30,https://www.nanalyze.com/2021/06/ast-spacemobile-stock-investors/
Space,"Space - General",Avoiding,"Kensho Final Frontiers",,,,Y,,ROKT,,#VALUE!,41.6124,24.951317510000003,USD,,,"Overall, the ETF isn’t an investment vehicle that gives us the exposure to the space industry we’re looking for.",2021/01/01,https://www.nanalyze.com/2020/12/space-etfs-investing/
Space,"Space - General",Avoiding,Momentus,,,,,Y,MNTS,,#VALUE!,11.57,255.5563,USD,,,"We don’t invest in pre-revenue companies unless we’re overwhelmingly convinced that we can trust the person making the promises. In this case we cannot.",2020/10/12,https://www.nanalyze.com/2020/10/momentus-stock-space-transport/
Space,"Space - General",Avoiding,"Procure Space",,,,Y,,UFO,,#VALUE!,29.87,128.0577198,USD,,,"Most of these companies combine some space-related activities with aviation and defense, two industries we’re not looking for exposure to.",2020/12/31,https://www.nanalyze.com/2020/12/space-etfs-investing/
Space,"Space - General",Avoiding,Redwire,,,,,Y,GNPK,,#VALUE!,10.05,205.7439,USD,,,"A private equity firm created a company in 2020, Redwire, that  rapidly acquired four  companies. Those acquisitions need to be integrated, along with some proper filing documents, in order to assess.",2021/05/14,https://www.nanalyze.com/2021/05/disruptive-technology-spacs/
Space,"Space - General",Avoiding,"ARK Space Exploration & Innovation",,,,Y,,ARKX,,#VALUE!,20.36,626.7336638070001,USD,,,"We’re all about pure-plays, so we didn’t find the ARK Space Exploration and Innovation ETF to be very compelling - 20% in 3DP stocks, 28% in defense contractors, 19% in online shopping. Nah.",2021/05/13,https://www.nanalyze.com/2021/05/reviewing-ark-space-etf-stocks/
Space,"Space Tourism",Avoiding,"Virgin Galactic",,,,,Y,SPCE,,#VALUE!,36.8,8858.221,USD,,,"The first time a ship crashes, the party is over. Given the high net worth clientele, one would assume the business model is impervious to recessions, but maybe not. Too much risk and hype.",2019/10/26,https://www.nanalyze.com/2019/10/virgin-galactic-space-tourism-stock/
